DATE,COUNTRY,BASE_DEMAND,MARKETING_SPEND,GDP_GROWTH,INFLATION_RATE,SEASONALITY_INDEX,FINAL_DEMAND
2023-Feb-26,USA,120,50599.33,3.01,1.76,0.95,222
2023-Feb-27,USA,120,50079.64,1.82,3.34,0.92,214
2023-Feb-28,USA,120,52096.59,3.94,4.24,0.94,200
2023-Mar-01,USA,120,52365.82,3.17,3.56,0.9,228
2023-Mar-02,USA,120,49744.26,2.81,2.49,0.95,172
2023-Mar-03,USA,120,43738.1,2.77,2.05,0.91,191
2023-Mar-04,USA,120,58250.98,2.24,3.16,0.91,191
2023-Mar-05,USA,120,57286.85,2.28,2.22,0.91,202
2023-Mar-06,USA,120,58508.98,2.71,3.19,0.91,209
2023-Mar-07,USA,120,65687.79,2.45,4.98,0.93,189
2023-Mar-08,USA,120,50886.58,3.27,4.24,0.99,219
2023-Mar-09,USA,120,45618.9,2.66,2.72,0.91,194
2023-Mar-10,USA,120,35561.45,2.5,3.6,0.92,128
2023-Mar-11,USA,120,62351.22,1.38,1.58,0.89,206
2023-Mar-12,USA,120,60391.12,3.0,1.86,1.02,248
2023-Mar-13,USA,120,42579.94,3.28,4.6,0.89,169
2023-Mar-14,USA,120,38105.88,1.8,4.13,0.98,207
2023-Mar-15,USA,120,41215.17,2.65,2.85,0.99,169
2023-Mar-16,USA,120,57408.24,2.53,2.0,0.86,192
2023-Mar-17,USA,120,47819.64,1.28,1.87,0.85,131
2023-Mar-18,USA,120,49807.4,4.43,3.78,0.93,203
2023-Mar-19,USA,120,60536.12,4.11,3.22,1.04,237
2023-Mar-20,USA,120,56728.61,2.85,3.02,1.0,246
2023-Mar-21,USA,120,28384.4,3.28,2.26,0.87,151
2023-Mar-22,USA,120,51733.42,2.63,3.05,0.92,208
2023-Mar-23,USA,120,46041.71,0.68,2.06,1.01,200
2023-Mar-24,USA,120,48241.46,2.42,1.36,0.9,231
2023-Mar-25,USA,120,47942.72,2.93,3.05,0.86,173
2023-Mar-26,USA,120,62816.44,2.2,2.68,0.9,228
2023-Mar-27,USA,120,37018.73,2.76,2.63,0.97,214
2023-Mar-28,USA,120,47659.8,1.85,1.74,0.98,219
2023-Mar-29,USA,120,39109.2,2.76,3.62,0.94,177
2023-Mar-30,USA,120,70236.06,1.21,3.18,1.04,252
2023-Mar-31,USA,120,71876.5,3.17,2.38,0.87,185
2023-Apr-01,USA,120,45707.56,1.36,2.73,1.19,255
2023-Apr-02,USA,120,45762.24,2.54,3.33,1.29,224
2023-Apr-03,USA,120,54258.87,2.65,2.34,1.22,280
2023-Apr-04,USA,120,40385.12,2.43,1.76,1.25,271
2023-Apr-05,USA,120,64841.16,1.73,3.47,1.23,301
2023-Apr-06,USA,120,56286.25,2.99,2.79,1.2,244
2023-Apr-07,USA,120,45299.58,3.21,2.55,1.14,249
2023-Apr-08,USA,120,42038.29,2.48,2.51,1.19,248
2023-Apr-09,USA,120,43506.27,3.1,2.82,1.16,272
2023-Apr-10,USA,120,51005.2,2.7,3.15,1.18,274
2023-Apr-11,USA,120,30298.96,1.95,3.79,1.17,208
2023-Apr-12,USA,120,34737.29,1.93,2.4,1.23,223
2023-Apr-13,USA,120,51058.94,2.17,3.69,1.11,251
2023-Apr-14,USA,120,41948.91,2.94,5.63,1.19,248
2023-Apr-15,USA,120,48724.51,2.35,3.92,1.17,282
2023-Apr-16,USA,120,44492.79,2.83,1.67,1.2,229
2023-Apr-17,USA,120,54367.39,0.42,3.2,1.27,279
2023-Apr-18,USA,120,40478.21,3.33,3.74,1.17,241
2023-Apr-19,USA,120,44958.2,1.08,3.32,1.28,250
2023-Apr-20,USA,120,42684.87,3.05,0.44,1.13,218
2023-Apr-21,USA,120,56663.13,3.04,1.85,1.16,290
2023-Apr-22,USA,120,58635.97,1.65,1.8,1.18,291
2023-Apr-23,USA,120,44024.9,3.13,2.75,1.14,272
2023-Apr-24,USA,120,68021.65,2.02,3.23,1.22,309
2023-Apr-25,USA,120,56504.5,2.83,4.4,1.13,215
2023-Apr-26,USA,120,50333.28,3.28,3.8,1.16,229
2023-Apr-27,USA,120,55345.06,2.99,2.82,1.2,302
2023-Apr-28,USA,120,60874.64,3.15,2.93,1.24,327
2023-Apr-29,USA,120,44416.98,3.17,2.38,1.27,239
2023-Apr-30,USA,120,56336.12,3.35,3.94,1.17,271
2023-May-01,USA,120,56955.38,1.63,2.61,1.2,295
2023-May-02,USA,120,57741.31,2.45,3.45,1.18,243
2023-May-03,USA,120,50070.63,2.9,3.05,1.26,258
2023-May-04,USA,120,52436.37,2.31,3.27,1.24,310
2023-May-05,USA,120,56934.79,2.12,2.14,1.18,263
2023-May-06,USA,120,61115.79,1.98,3.77,1.23,338
2023-May-07,USA,120,32237.65,2.2,3.14,1.27,228
2023-May-08,USA,120,62177.48,3.5,1.48,1.16,269
2023-May-09,USA,120,38834.76,2.07,1.29,1.18,261
2023-May-10,USA,120,63872.57,2.93,2.85,1.11,304
2023-May-11,USA,120,45865.35,2.21,1.67,1.23,268
2023-May-12,USA,120,36716.85,2.09,1.33,1.16,223
2023-May-13,USA,120,58901.98,2.32,2.08,1.29,337
2023-May-14,USA,120,41714.85,1.61,1.34,1.18,221
2023-May-15,USA,120,52072.67,1.76,2.0,1.2,267
2023-May-16,USA,120,51973.27,2.43,3.19,1.22,246
2023-May-17,USA,120,58113.97,1.46,3.83,1.22,239
2023-May-18,USA,120,56556.01,1.24,3.93,1.24,228
2023-May-19,USA,120,53906.96,2.94,3.34,1.27,248
2023-May-20,USA,120,50437.8,1.81,4.7,1.24,249
2023-May-21,USA,120,61243.53,2.96,2.94,1.15,268
2023-May-22,USA,120,53165.4,1.81,2.86,1.14,255
2023-May-23,USA,120,67495.84,2.15,1.39,1.19,344
2023-May-24,USA,120,53591.83,3.15,2.03,1.23,302
2023-May-25,USA,120,40838.08,1.87,2.31,1.1,198
2023-May-26,USA,120,66149.77,3.86,2.7,1.11,313
2023-May-27,USA,120,50759.55,2.9,3.47,1.12,263
2023-May-28,USA,120,51543.37,3.63,3.68,1.14,299
2023-May-29,USA,120,60729.78,3.05,2.79,1.11,332
2023-May-30,USA,120,61069.65,3.15,2.73,1.15,297
2023-May-31,USA,120,43941.39,1.43,3.69,1.19,272
2023-Jun-01,USA,120,45209.49,2.93,3.18,1.19,204
2023-Jun-02,USA,120,49861.62,2.52,1.08,1.1,231
2023-Jun-03,USA,120,67492.24,2.7,2.62,1.29,291
2023-Jun-04,USA,120,57903.72,2.28,2.72,1.15,276
2023-Jun-05,USA,120,39921.86,1.94,3.33,1.26,213
2023-Jun-06,USA,120,36489.26,4.86,4.24,1.15,192
2023-Jun-07,USA,120,38544.62,1.97,4.01,1.27,202
2023-Jun-08,USA,120,51752.11,2.32,2.15,1.2,348
2023-Jun-09,USA,120,51748.18,2.83,3.85,1.14,253
2023-Jun-10,USA,120,54736.32,4.15,1.87,1.25,275
2023-Jun-11,USA,120,51121.05,1.67,3.74,1.14,282
2023-Jun-12,USA,120,47829.83,1.93,1.74,1.13,235
2023-Jun-13,USA,120,48539.13,1.37,3.6,1.2,231
2023-Jun-14,USA,120,34140.17,3.32,5.09,1.15,164
2023-Jun-15,USA,120,50004.45,3.37,4.06,1.21,229
2023-Jun-16,USA,120,39861.04,2.76,3.92,1.18,228
2023-Jun-17,USA,120,54334.9,2.23,2.21,1.22,255
2023-Jun-18,USA,120,50382.38,3.19,2.77,1.14,217
2023-Jun-19,USA,120,70286.29,2.46,2.24,1.18,331
2023-Jun-20,USA,120,53721.05,2.72,4.76,1.24,280
2023-Jun-21,USA,120,47610.87,0.83,2.81,1.27,295
2023-Jun-22,USA,120,62374.38,1.86,2.94,1.14,256
2023-Jun-23,USA,120,54961.65,2.28,3.94,1.28,284
2023-Jun-24,USA,120,62000.79,2.01,3.21,1.11,248
2023-Jun-25,USA,120,37457.01,1.64,2.31,1.19,189
2023-Jun-26,USA,120,58970.66,2.02,0.79,1.11,302
2023-Jun-27,USA,120,52685.34,2.33,5.11,1.24,302
2023-Jun-28,USA,120,57045.07,2.87,4.46,1.11,270
2023-Jun-29,USA,120,60742.47,1.58,3.06,1.26,335
2023-Jun-30,USA,120,52965.76,2.15,2.52,1.25,291
2023-Jul-01,USA,120,57841.28,2.93,4.44,1.03,241
2023-Jul-02,USA,120,68093.06,1.67,3.4,0.97,229
2023-Jul-03,USA,120,42419.15,2.0,1.99,0.9,169
2023-Jul-04,USA,120,40922.44,2.51,3.9,0.93,207
2023-Jul-05,USA,120,59266.06,3.39,3.6,1.01,213
2023-Jul-06,USA,120,38244.05,2.64,3.55,0.9,155
2023-Jul-07,USA,120,34740.7,1.69,3.7,0.89,165
2023-Jul-08,USA,120,43032.28,2.94,3.63,0.98,209
2023-Jul-09,USA,120,45399.24,1.74,4.43,0.87,170
2023-Jul-10,USA,120,50953.44,2.78,1.44,0.9,199
2023-Jul-11,USA,120,45308.51,3.04,2.71,0.91,205
2023-Jul-12,USA,120,39833.17,3.11,3.61,0.97,185
2023-Jul-13,USA,120,31879.61,3.47,2.4,0.85,163
2023-Jul-14,USA,120,53868.09,3.0,4.33,0.98,240
2023-Jul-15,USA,120,66339.48,3.27,3.33,0.96,282
2023-Jul-16,USA,120,41815.71,2.22,4.56,1.05,231
2023-Jul-17,USA,120,47935.19,3.06,3.16,0.9,204
2023-Jul-18,USA,120,44076.44,3.0,3.89,0.96,197
2023-Jul-19,USA,120,55582.92,3.45,4.17,0.94,211
2023-Jul-20,USA,120,60114.63,4.07,3.0,0.88,246
2023-Jul-21,USA,120,37940.0,2.82,1.98,0.91,184
2023-Jul-22,USA,120,46648.62,4.09,2.47,0.99,227
2023-Jul-23,USA,120,58465.18,2.92,4.33,0.85,204
2023-Jul-24,USA,120,24704.4,2.53,3.56,1.01,146
2023-Jul-25,USA,120,51511.1,1.18,3.54,0.88,198
2023-Jul-26,USA,120,49260.52,2.13,2.85,0.97,198
2023-Jul-27,USA,120,53319.43,3.25,3.26,0.87,213
2023-Jul-28,USA,120,58953.55,3.0,2.2,0.89,201
2023-Jul-29,USA,120,61924.97,2.73,3.07,1.05,249
2023-Jul-30,USA,120,47941.41,2.09,2.8,0.86,168
2023-Jul-31,USA,120,32701.02,1.97,2.3,0.86,147
2023-Aug-01,USA,120,49382.36,2.3,2.76,0.87,196
2023-Aug-02,USA,120,39850.65,2.01,4.05,0.91,157
2023-Aug-03,USA,120,45438.79,1.88,1.7,0.88,187
2023-Aug-04,USA,120,58811.83,2.2,3.33,0.89,197
2023-Aug-05,USA,120,55731.28,2.47,2.15,0.88,167
2023-Aug-06,USA,120,38343.28,2.69,1.94,1.01,198
2023-Aug-07,USA,120,49194.0,2.42,1.22,0.97,198
2023-Aug-08,USA,120,55418.42,1.55,0.68,0.91,246
2023-Aug-09,USA,120,53937.97,2.89,3.37,0.98,178
2023-Aug-10,USA,120,67026.96,1.55,2.5,1.02,246
2023-Aug-11,USA,120,59514.49,3.5,2.94,0.95,221
2023-Aug-12,USA,120,45084.39,2.08,1.04,0.93,204
2023-Aug-13,USA,120,72187.8,4.02,4.63,0.89,225
2023-Aug-14,USA,120,41076.75,0.82,3.86,0.9,173
2023-Aug-15,USA,120,43921.25,2.03,2.16,0.96,186
2023-Aug-16,USA,120,50674.94,2.8,2.81,1.02,235
2023-Aug-17,USA,120,42820.81,3.47,2.49,0.88,180
2023-Aug-18,USA,120,55199.99,2.82,3.47,0.96,196
2023-Aug-19,USA,120,41614.14,2.83,2.69,0.89,163
2023-Aug-20,USA,120,63540.19,2.74,3.38,0.85,219
2023-Aug-21,USA,120,49689.41,0.83,2.42,0.88,167
2023-Aug-22,USA,120,49304.22,1.98,2.27,1.03,242
2023-Aug-23,USA,120,22524.95,2.01,3.46,0.94,124
2023-Aug-24,USA,120,44006.34,3.44,2.63,0.97,182
2023-Aug-25,USA,120,55082.69,3.11,3.22,0.95,304
2023-Aug-26,USA,120,61996.38,2.55,2.49,0.86,203
2023-Aug-27,USA,120,44301.67,2.46,2.58,0.88,187
2023-Aug-28,USA,120,62212.36,1.85,2.45,0.97,219
2023-Aug-29,USA,120,42690.44,2.07,3.36,0.93,197
2023-Aug-30,USA,120,43600.08,3.09,3.11,0.99,200
2023-Aug-31,USA,120,42811.68,2.58,4.3,0.85,179
2023-Sep-01,USA,120,56950.21,2.9,3.2,0.92,182
2023-Sep-02,USA,120,41107.59,3.2,2.54,0.99,220
2023-Sep-03,USA,120,39116.81,3.29,4.04,0.91,153
2023-Sep-04,USA,120,59965.71,1.19,2.61,0.87,190
2023-Sep-05,USA,120,39045.99,2.13,1.85,1.04,209
2023-Sep-06,USA,120,48131.04,2.57,0.01,1.04,197
2023-Sep-07,USA,120,58651.99,3.16,3.82,0.98,232
2023-Sep-08,USA,120,59321.92,1.74,4.75,1.01,218
2023-Sep-09,USA,120,38955.89,2.28,3.59,1.03,212
2023-Sep-10,USA,120,62230.83,2.08,1.94,0.89,210
2023-Sep-11,USA,120,49373.35,2.68,4.71,0.87,148
2023-Sep-12,USA,120,59113.63,1.41,4.99,0.91,200
2023-Sep-13,USA,120,69094.19,3.18,4.25,0.92,247
2023-Sep-14,USA,120,48772.91,1.18,2.04,1.03,219
2023-Sep-15,USA,120,51489.1,1.68,2.9,0.97,194
2023-Sep-16,USA,120,40480.82,2.56,2.79,1.0,199
2023-Sep-17,USA,120,49340.25,1.1,3.58,0.88,188
2023-Sep-18,USA,120,55565.53,2.17,4.89,0.92,172
2023-Sep-19,USA,120,54295.63,1.01,4.03,0.9,198
2023-Sep-20,USA,120,44164.01,1.47,1.6,0.95,214
2023-Sep-21,USA,120,62338.17,2.45,2.15,0.89,215
2023-Sep-22,USA,120,45885.73,3.46,2.54,0.89,214
2023-Sep-23,USA,120,53360.71,2.83,2.81,0.94,254
2023-Sep-24,USA,120,54535.09,0.51,2.34,0.86,167
2023-Sep-25,USA,120,48651.99,3.88,3.5,1.04,213
2023-Sep-26,USA,120,44134.69,2.99,3.16,0.87,184
2023-Sep-27,USA,120,54033.0,0.75,4.14,0.92,200
2023-Sep-28,USA,120,47114.51,1.4,2.29,0.97,185
2023-Sep-29,USA,120,48344.72,3.43,4.29,0.93,184
2023-Sep-30,USA,120,49066.13,2.75,2.67,0.89,184
2023-Oct-01,USA,120,50142.44,2.62,4.02,1.13,203
2023-Oct-02,USA,120,37306.7,2.68,3.69,1.25,272
2023-Oct-03,USA,120,66263.8,4.09,3.35,1.25,303
2023-Oct-04,USA,120,62005.32,2.69,2.75,1.26,309
2023-Oct-05,USA,120,56546.77,3.09,2.79,1.19,266
2023-Oct-06,USA,120,31820.21,0.94,3.14,1.2,213
2023-Oct-07,USA,120,63080.12,3.71,2.31,1.11,247
2023-Oct-08,USA,120,42931.07,2.4,3.58,1.26,272
2023-Oct-09,USA,120,62823.63,2.56,2.66,1.3,350
2023-Oct-10,USA,120,54506.03,1.47,3.57,1.12,197
2023-Oct-11,USA,120,64961.02,2.24,2.66,1.18,274
2023-Oct-12,USA,120,60487.07,2.34,2.24,1.28,357
2023-Oct-13,USA,120,44060.97,2.2,2.49,1.13,229
2023-Oct-14,USA,120,50726.81,0.97,4.32,1.11,216
2023-Oct-15,USA,120,50968.28,1.96,4.0,1.1,220
2023-Oct-16,USA,120,59515.5,2.53,3.44,1.18,246
2023-Oct-17,USA,120,43697.81,2.31,3.78,1.15,230
2023-Oct-18,USA,120,42923.74,2.85,3.47,1.19,223
2023-Oct-19,USA,120,56773.6,0.91,2.39,1.26,259
2023-Oct-20,USA,120,39614.56,0.17,2.63,1.11,170
2023-Oct-21,USA,120,56084.42,2.7,1.81,1.21,306
2023-Oct-22,USA,120,38456.37,2.13,2.31,1.13,179
2023-Oct-23,USA,120,55251.9,3.75,2.14,1.24,263
2023-Oct-24,USA,120,35332.15,1.7,2.25,1.15,198
2023-Oct-25,USA,120,46245.06,2.91,3.97,1.23,285
2023-Oct-26,USA,120,38032.11,1.88,4.33,1.13,223
2023-Oct-27,USA,120,60527.92,2.98,4.12,1.12,268
2023-Oct-28,USA,120,34649.6,4.33,2.38,1.16,181
2023-Oct-29,USA,120,59280.45,3.42,3.21,1.17,295
2023-Oct-30,USA,120,42273.41,1.74,2.32,1.21,260
2023-Oct-31,USA,120,59016.23,2.14,3.89,1.27,337
2023-Nov-01,USA,120,33433.77,3.09,4.78,1.22,201
2023-Nov-02,USA,120,56186.3,3.08,1.96,1.25,258
2023-Nov-03,USA,120,41531.49,2.73,2.01,1.25,287
2023-Nov-04,USA,120,46832.35,2.33,3.53,1.2,248
2023-Nov-05,USA,120,37195.44,1.64,4.91,1.12,201
2023-Nov-06,USA,120,66221.93,2.68,3.08,1.16,342
2023-Nov-07,USA,120,48271.98,1.17,4.06,1.2,260
2023-Nov-08,USA,120,69015.59,1.7,4.04,1.13,277
2023-Nov-09,USA,120,53676.2,3.01,4.06,1.28,289
2023-Nov-10,USA,120,62126.08,3.02,1.86,1.16,338
2023-Nov-11,USA,120,56654.17,1.78,4.17,1.1,288
2023-Nov-12,USA,120,65351.49,1.89,3.29,1.17,261
2023-Nov-13,USA,120,61701.99,1.77,4.36,1.26,290
2023-Nov-14,USA,120,50991.38,2.99,5.77,1.29,247
2023-Nov-15,USA,120,46698.8,1.25,4.5,1.18,227
2023-Nov-16,USA,120,60689.6,2.47,3.27,1.16,275
2023-Nov-17,USA,120,37929.78,3.52,3.34,1.3,225
2023-Nov-18,USA,120,42077.02,3.46,4.14,1.18,227
2023-Nov-19,USA,120,61008.21,2.67,1.97,1.23,332
2023-Nov-20,USA,120,57450.31,2.5,4.08,1.25,323
2023-Nov-21,USA,120,46385.37,4.17,1.99,1.14,266
2023-Nov-22,USA,120,41466.97,4.54,2.36,1.13,242
2023-Nov-23,USA,120,34510.39,2.66,2.1,1.11,211
2023-Nov-24,USA,120,41622.91,4.08,2.98,1.23,228
2023-Nov-25,USA,120,63995.95,3.77,3.57,1.22,262
2023-Nov-26,USA,120,29745.82,2.98,2.08,1.19,222
2023-Nov-27,USA,120,40352.95,1.68,4.23,1.28,277
2023-Nov-28,USA,120,52180.25,0.7,1.82,1.25,243
2023-Nov-29,USA,120,50785.77,2.02,2.83,1.29,220
2023-Nov-30,USA,120,40722.16,0.85,2.31,1.13,210
2023-Dec-01,USA,120,42909.79,1.06,1.64,1.28,305
2023-Dec-02,USA,120,74445.83,2.64,3.51,1.23,298
2023-Dec-03,USA,120,47201.9,1.15,1.98,1.22,229
2023-Dec-04,USA,120,50807.92,1.83,3.68,1.13,222
2023-Dec-05,USA,120,61059.0,2.67,4.03,1.22,269
2023-Dec-06,USA,120,47957.05,2.6,2.21,1.21,284
2023-Dec-07,USA,120,69725.42,2.44,2.92,1.16,251
2023-Dec-08,USA,120,49541.39,3.46,3.32,1.12,226
2023-Dec-09,USA,120,51954.82,2.89,3.57,1.23,268
2023-Dec-10,USA,120,48986.22,2.95,2.19,1.12,236
2023-Dec-11,USA,120,47775.25,3.05,3.13,1.2,311
2023-Dec-12,USA,120,48250.55,2.03,3.84,1.26,233
2023-Dec-13,USA,120,58407.34,2.06,2.85,1.23,290
2023-Dec-14,USA,120,53258.41,2.27,1.55,1.18,303
2023-Dec-15,USA,120,54441.98,2.7,4.38,1.17,286
2023-Dec-16,USA,120,50517.84,1.28,4.75,1.26,270
2023-Dec-17,USA,120,37116.92,2.96,1.72,1.22,245
2023-Dec-18,USA,120,34556.23,3.62,3.55,1.11,207
2023-Dec-19,USA,120,46123.0,2.41,2.2,1.23,250
2023-Dec-20,USA,120,52861.95,2.07,2.86,1.14,188
2023-Dec-21,USA,120,50188.19,3.37,2.62,1.2,238
2023-Dec-22,USA,120,60134.56,2.6,2.27,1.11,271
2023-Dec-23,USA,120,45881.77,2.64,1.66,1.21,264
2023-Dec-24,USA,120,33623.95,2.11,3.82,1.29,226
2023-Dec-25,USA,120,61535.9,3.28,0.89,1.17,339
2023-Dec-26,USA,120,51103.9,0.39,2.68,1.18,257
2023-Dec-27,USA,120,46729.83,1.76,1.4,1.25,260
2023-Dec-28,USA,120,35959.99,3.0,4.04,1.14,264
2023-Dec-29,USA,120,61806.41,2.35,2.64,1.28,287
2023-Dec-30,USA,120,45039.48,2.9,2.65,1.3,290
2023-Dec-31,USA,120,55002.4,2.76,2.94,1.18,255
2024-Jan-01,USA,120,62010.15,2.06,4.6,0.92,216
2024-Jan-02,USA,120,62795.19,1.86,3.42,1.01,184
2024-Jan-03,USA,120,53984.49,2.63,3.01,0.93,192
2024-Jan-04,USA,120,48020.62,2.03,1.83,0.93,242
2024-Jan-05,USA,120,38197.16,3.41,1.27,0.93,193
2024-Jan-06,USA,120,56789.47,4.18,4.59,0.94,201
2024-Jan-07,USA,120,33786.06,3.46,2.38,0.86,167
2024-Jan-08,USA,120,56870.66,3.6,3.31,0.99,267
2024-Jan-09,USA,120,68095.15,2.18,2.39,0.95,202
2024-Jan-10,USA,120,56405.43,1.03,2.97,0.95,211
2024-Jan-11,USA,120,58525.96,1.79,2.94,0.88,244
2024-Jan-12,USA,120,52290.75,3.27,3.05,0.93,233
2024-Jan-13,USA,120,65587.98,3.5,3.39,1.03,246
2024-Jan-14,USA,120,41680.45,1.48,3.29,1.03,185
2024-Jan-15,USA,120,34440.3,2.92,1.17,0.9,202
2024-Jan-16,USA,120,43043.05,2.56,1.71,0.97,183
2024-Jan-17,USA,120,48926.45,3.57,4.18,0.93,220
2024-Jan-18,USA,120,40266.21,3.51,4.15,0.96,207
2024-Jan-19,USA,120,45261.35,2.28,3.45,1.03,202
2024-Jan-20,USA,120,57821.3,4.14,3.0,1.02,228
2024-Jan-21,USA,120,55597.0,1.85,1.31,1.0,236
2024-Jan-22,USA,120,40141.96,3.05,3.73,0.91,172
2024-Jan-23,USA,120,50222.04,2.92,4.62,0.98,177
2024-Jan-24,USA,120,41656.77,4.02,2.05,0.91,207
2024-Jan-25,USA,120,51094.08,1.83,2.36,0.93,204
2024-Jan-26,USA,120,46608.78,2.84,3.27,0.92,201
2024-Jan-27,USA,120,49769.75,1.29,1.84,1.04,206
2024-Jan-28,USA,120,52586.61,1.85,1.89,0.87,198
2024-Jan-29,USA,120,53314.85,2.05,3.42,0.91,202
2024-Jan-30,USA,120,51604.9,2.51,0.91,0.99,278
2024-Jan-31,USA,120,48711.01,3.29,2.38,0.87,199
2024-Feb-01,USA,120,48578.53,3.09,3.59,0.98,217
2024-Feb-02,USA,120,58455.26,2.82,2.28,1.02,271
2024-Feb-03,USA,120,50731.97,2.45,3.07,0.9,193
2024-Feb-04,USA,120,53388.92,2.22,4.05,0.95,199
2024-Feb-05,USA,120,74851.9,2.98,2.15,0.96,263
2024-Feb-06,USA,120,44069.28,2.8,3.38,0.94,198
2024-Feb-07,USA,120,58721.97,3.47,4.06,1.02,231
2024-Feb-08,USA,120,50727.25,2.32,2.07,1.0,226
2024-Feb-09,USA,120,48596.25,1.77,2.16,0.98,215
2024-Feb-10,USA,120,50238.95,1.68,2.7,1.01,210
2024-Feb-11,USA,120,52810.09,1.35,1.68,1.05,183
2024-Feb-12,USA,120,38622.62,2.51,4.05,0.94,176
2024-Feb-13,USA,120,59955.82,2.35,2.89,1.05,289
2024-Feb-14,USA,120,55102.28,3.62,2.62,0.93,208
2024-Feb-15,USA,120,58580.14,1.54,0.68,0.98,214
2024-Feb-16,USA,120,49972.5,3.22,1.33,0.95,218
2024-Feb-17,USA,120,46294.17,2.13,2.84,1.03,185
2024-Feb-18,USA,120,51494.19,2.88,3.68,0.89,189
2024-Feb-19,USA,120,28229.35,1.7,2.82,1.04,168
2024-Feb-20,USA,120,48935.12,3.66,3.81,0.92,191
2024-Feb-21,USA,120,51034.38,1.95,1.03,1.01,273
2024-Feb-22,USA,120,49898.34,2.33,4.5,1.02,219
2024-Feb-23,USA,120,52257.62,1.85,3.82,1.05,225
2024-Feb-24,USA,120,35788.47,2.73,2.44,1.02,181
2024-Feb-25,USA,120,42179.97,3.3,2.5,1.01,193
2024-Feb-26,USA,120,43409.93,2.69,1.67,0.86,150
2024-Feb-27,USA,120,48496.8,0.84,2.91,0.93,184
2024-Feb-28,USA,120,46152.04,1.76,2.51,0.91,193
2024-Feb-29,USA,120,55861.66,2.64,4.3,0.98,209
2024-Mar-01,USA,120,43607.69,3.76,3.07,0.88,168
2024-Mar-02,USA,120,37827.17,1.39,1.4,0.91,175
2024-Mar-03,USA,120,64458.65,2.09,2.1,0.99,243
2024-Mar-04,USA,120,41435.02,1.7,3.42,1.0,194
2024-Mar-05,USA,120,48658.44,2.1,2.91,0.93,205
2024-Mar-06,USA,120,46001.01,2.18,1.82,0.86,187
2024-Mar-07,USA,120,61971.86,3.55,2.43,1.05,223
2024-Mar-08,USA,120,47974.76,3.45,3.48,0.89,182
2024-Mar-09,USA,120,52976.05,1.38,4.32,0.91,170
2024-Mar-10,USA,120,43856.77,1.73,2.69,1.01,188
2024-Mar-11,USA,120,40148.06,3.45,4.67,0.91,200
2024-Mar-12,USA,120,44753.38,2.38,1.57,1.01,224
2024-Mar-13,USA,120,38900.47,2.24,3.8,0.87,182
2024-Mar-14,USA,120,42760.1,1.38,3.59,0.86,162
2024-Mar-15,USA,120,39387.06,2.07,2.74,0.88,168
2024-Mar-16,USA,120,51398.87,2.76,4.65,0.91,214
2024-Mar-17,USA,120,47537.58,2.12,2.57,0.96,215
2024-Mar-18,USA,120,59500.16,1.91,4.19,0.92,212
2024-Mar-19,USA,120,57439.02,2.31,1.33,0.86,187
2024-Mar-20,USA,120,49359.22,1.02,2.11,1.03,228
2024-Mar-21,USA,120,65133.36,3.06,2.75,0.95,246
2024-Mar-22,USA,120,46069.47,1.86,1.09,1.01,237
2024-Mar-23,USA,120,57847.82,2.63,3.57,1.01,246
2024-Mar-24,USA,120,66690.7,2.06,2.87,1.02,226
2024-Mar-25,USA,120,38645.33,1.91,4.29,0.94,180
2024-Mar-26,USA,120,60094.72,1.37,3.22,1.0,208
2024-Mar-27,USA,120,50597.68,1.79,0.41,0.95,235
2024-Mar-28,USA,120,47373.4,2.22,1.39,0.99,207
2024-Mar-29,USA,120,51815.13,3.1,1.81,0.85,219
2024-Mar-30,USA,120,58875.04,3.04,4.53,0.88,217
2024-Mar-31,USA,120,44286.26,1.01,3.86,1.05,206
2024-Apr-01,USA,120,53791.53,2.22,2.23,1.28,325
2024-Apr-02,USA,120,58534.21,3.43,2.91,1.18,272
2024-Apr-03,USA,120,47200.07,2.93,3.43,1.12,207
2024-Apr-04,USA,120,38324.66,2.75,4.84,1.13,219
2024-Apr-05,USA,120,61168.34,2.43,2.76,1.14,277
2024-Apr-06,USA,120,53332.4,2.97,2.92,1.23,284
2024-Apr-07,USA,120,53111.1,2.01,3.36,1.21,214
2024-Apr-08,USA,120,64580.25,1.58,3.35,1.21,242
2024-Apr-09,USA,120,55062.41,2.78,3.19,1.29,336
2024-Apr-10,USA,120,47506.36,3.39,4.51,1.14,299
2024-Apr-11,USA,120,55531.49,2.69,0.92,1.21,273
2024-Apr-12,USA,120,42397.09,2.4,2.17,1.14,277
2024-Apr-13,USA,120,29349.17,0.92,3.75,1.16,181
2024-Apr-14,USA,120,55968.62,2.48,2.45,1.25,282
2024-Apr-15,USA,120,41365.06,3.81,3.36,1.1,223
2024-Apr-16,USA,120,49000.3,4.41,3.38,1.29,243
2024-Apr-17,USA,120,50226.31,2.11,3.63,1.19,217
2024-Apr-18,USA,120,61775.45,2.59,2.33,1.25,297
2024-Apr-19,USA,120,71699.37,2.09,2.91,1.15,248
2024-Apr-20,USA,120,47236.8,1.51,1.88,1.21,234
2024-Apr-21,USA,120,58622.24,3.78,3.8,1.12,228
2024-Apr-22,USA,120,40364.17,3.8,2.89,1.19,214
2024-Apr-23,USA,120,52047.59,2.48,2.31,1.28,309
